,Unnamed: 0.1,Unnamed: 0,Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2025),Indice_base_2025
2265,2265,2265,2020,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,92568145000.0,130186840319.49907,71.10407224940951
2266,2266,2266,2020,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversión,3781115827460.0,5317720501572.82,71.10407224940951
2267,2267,2267,2020,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,7501102000.0,10549468916.053953,71.10407224940951
2268,2268,2268,2020,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversión,10975637780.0,15436018546.871832,71.10407224940951
2269,2269,2269,2020,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,10896064176.0,15324107088.803886,71.10407224940951
2270,2270,2270,2020,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversión,11673890544.0,16418033700.027565,71.10407224940951
2271,2271,2271,2020,Interior,37,Ministerio del interior,3701,Funcionamiento,489826623429.0,688886877970.7168,71.10407224940951
2272,2272,2272,2020,Interior,37,Ministerio del interior,3701,Inversión,148541779108.0,208907555374.5567,71.10407224940951
2273,2273,2273,2020,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3939700000.0,5540751570.71291,71.10407224940951
2274,2274,2274,2020,Interior,37,Dirección nacional del derecho de autor,3703,Inversión,927077331.0,1303831555.1718616,71.10407224940951
2275,2275,2275,2020,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Funcionamiento,3014900000.0,4240122829.287091,71.10407224940951
2276,2276,2276,2020,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Inversión,17000000000.0,23908616570.327557,71.10407224940951
2277,2277,2277,2020,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,933365926632.0,1312675768214.8806,71.10407224940951
2278,2278,2278,2020,Interior,37,Unidad nacional de protección - unp,3708,Inversión,6000000000.0,8438335260.115607,71.10407224940951
2279,2279,2279,2020,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4892400000.0,6880618571.098267,71.10407224940951
2280,2280,2280,2020,Interior,37,Dirección nacional de bomberos,3709,Inversión,51100000000.0,71866488631.98459,71.10407224940951
2281,2281,2281,2020,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,20135294037.0,28318060274.20211,71.10407224940951
2282,2282,2282,2020,Empleo público,5,Comisión nacional del servicio civil,3801,Inversión,95435917317.0,134220044362.9198,71.10407224940951
2283,2283,2283,2020,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Funcionamiento,24172511265.0,33995959022.16521,71.10407224940951
2284,2284,2284,2020,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Inversión,368190103130.0,517818588277.91345,71.10407224940951
2285,2285,2285,2020,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,2331089528348.0,3278419160257.5317,71.10407224940951
2286,2286,2286,2020,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,448209183160.0,630356559027.7738,71.10407224940951
2287,2287,2287,2020,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2300000000.0,3234695183.044316,71.10407224940951
2288,2288,2288,2020,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,1556195312465.0,2188616296133.3394,71.10407224940951
2289,2289,2289,2020,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,162991000000.0,229228783730.2505,71.10407224940951
2290,2290,2290,2020,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,3485582139470.0,4902085111586.483,71.10407224940951
2291,2291,2291,2020,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,743792000000.0,1046061043298.6511,71.10407224940951
2292,2292,2292,2020,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,1292691207745.0,1818026966459.344,71.10407224940951
2293,2293,2293,2020,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,13146000000.0,18488392554.913296,71.10407224940951
2294,2294,2294,2020,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,32562991865.0,45796240404.88121,71.10407224940951
2295,2295,2295,2020,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Funcionamiento,681667000000.0,958689113626.2039,71.10407224940951
2296,2296,2296,2020,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Inversión,6306525220346.0,8869429022609.002,71.10407224940951
2297,2297,2297,2020,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,91583000000.0,128801343021.19463,71.10407224940951
2298,2298,2298,2020,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,8244353307.0,11594769534.55147,71.10407224940951
2299,2299,2299,2020,Deporte y recreación,43,Ministerio del deporte,4301,Funcionamiento,39593952363.0,55684507385.340096,71.10407224940951
2300,2300,2300,2020,Deporte y recreación,43,Ministerio del deporte,4301,Inversión,637141157797.0,896068449584.8846,71.10407224940951
2301,2301,2301,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,Jurisdicción especial para la paz,4401,Funcionamiento,201713900000.0,283688252470.90564,71.10407224940951
2302,2302,2302,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,Jurisdicción especial para la paz,4401,Inversión,115136795183.0,161927146421.56964,71.10407224940951
2303,2303,2303,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",4402,Funcionamiento,60557900000.0,85167977141.42583,71.10407224940951
2304,2304,2304,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",4402,Inversión,35266909346.0,49599000774.942085,71.10407224940951
2305,2305,2305,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),4403,Funcionamiento,68094500000.0,95767370061.65703,71.10407224940951
2306,2306,2306,2020,"Sistema integral de verdad, justicia, reparación y no repetición",44,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),4403,Inversión,51957165888.0,73071997488.06439,71.10407224940951
2307,2307,2307,2021,Congreso de la república,1,Congreso de la república,101,Funcionamiento,612014429179.0,847021471537.0098,72.25488960373522
2308,2308,2308,2021,Congreso de la república,1,Congreso de la república,101,Inversión,84867900257.0,117456272817.5738,72.25488960373522
2309,2309,2309,2021,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,216295000000.0,299349983352.2943,72.25488960373522
2310,2310,2310,2021,Presidencia de la república,2,Presidencia de la república,201,Inversión,77142295675.0,106764118107.53377,72.25488960373522
2311,2311,2311,2021,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,28695000000.0,39713575312.855515,72.25488960373522
2312,2312,2312,2021,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,182863938905.0,253081749772.05533,72.25488960373522
2313,2313,2313,2021,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,429291000000.0,594134185733.7885,72.25488960373522
2314,2314,2314,2021,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,18900000000.0,26157399317.406143,72.25488960373522
2315,2315,2315,2021,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,133495000000.0,184755662533.18164,72.25488960373522
2316,2316,2316,2021,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,2300000000.0,3183175578.3086843,72.25488960373522
2317,2317,2317,2021,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Funcionamiento,6074000000.0,8406351505.498673,72.25488960373522
2318,2318,2318,2021,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Inversión,65129000000.0,90137844452.02882,72.25488960373522
2319,2319,2319,2021,Presidencia de la república,2,Agencia de renovación del territorio - art,214,Funcionamiento,56925000000.0,78783595563.13994,72.25488960373522
2320,2320,2320,2021,Presidencia de la república,2,Agencia de renovación del territorio - art,214,Inversión,46209100000.0,63952903745.9234,72.25488960373522
2321,2321,2321,2021,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,126254179491.0,174734443832.6749,72.25488960373522
2322,2322,2322,2021,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,1160361269534.0,1605927676172.1257,72.25488960373522
2323,2323,2323,2021,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,19873389000.0,27504559357.83845,72.25488960373522
2324,2324,2324,2021,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,31076164311.0,43009081435.77527,72.25488960373522
2325,2325,2325,2021,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,835192626879.0,1155897727419.4392,72.25488960373522
2326,2326,2326,2021,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,23534000000.0,32570806113.007206,72.25488960373522
2327,2327,2327,2021,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,104046000000.0,143998559226.39362,72.25488960373522
2328,2328,2328,2021,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Inversión,165800285044.0,229465834012.4693,72.25488960373522
2329,2329,2329,2021,Información estadistíca,4,Fondo rotatorio del dane,402,Funcionamiento,435000000.0,602035381.1149033,72.25488960373522
2330,2330,2330,2021,Información estadistíca,4,Fondo rotatorio del dane,402,Inversión,45000000000.0,62279522184.30034,72.25488960373522
2331,2331,2331,2021,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,85428256866.0,118231800414.49234,72.25488960373522
2332,2332,2332,2021,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Inversión,210063832018.0,290726113028.5371,72.25488960373522
2333,2333,2333,2021,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,27576274813.0,38165271532.81325,72.25488960373522
2334,2334,2334,2021,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,20397418487.0,28229810603.63499,72.25488960373522
2335,2335,2335,2021,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,115677431153.0,160096336438.13644,72.25488960373522
2336,2336,2336,2021,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,214000000000.0,296173727720.89496,72.25488960373522
2337,2337,2337,2021,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,508301000000.0,703483186795.6011,72.25488960373522
2338,2338,2338,2021,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,469750000000.0,650129012135.002,72.25488960373522
2339,2339,2339,2021,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,25994707443.0,35976399086.01591,72.25488960373522
2340,2340,2340,2021,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,124125000000.0,171787682025.02844,72.25488960373522
2341,2341,2341,2021,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,45967582381.0,63618645925.69207,72.25488960373522
2342,2342,2342,2021,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,109032139000.0,150899322658.9382,72.25488960373522
2343,2343,2343,2021,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversión,36331085001.0,50281835873.3218,72.25488960373522
2344,2344,2344,2021,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,368324800000.0,509757612280.6219,72.25488960373522
2345,2345,2345,2021,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversión,105429302030.0,145913034547.83746,72.25488960373522
2346,2346,2346,2021,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,1484319000000.0,2054281735312.8555,72.25488960373522
2347,2347,2347,2021,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,2115927818.0,2928421632.922427,72.25488960373522
2348,2348,2348,2021,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,77614700000.0,107417920677.28479,72.25488960373522
2349,2349,2349,2021,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,17330500000.0,23985227982.555935,72.25488960373522
2350,2350,2350,2021,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,940377010000.0,1301471796797.8005,72.25488960373522
2351,2351,2351,2021,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,351418800000.0,486359887790.67126,72.25488960373522
2352,2352,2352,2021,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,14450793371128.0,19999744585286.812,72.25488960373522
2353,2353,2353,2021,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,3841524839258.0,5316629587735.765,72.25488960373522
2354,2354,2354,2021,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,15138000000.0,20950831262.79863,72.25488960373522
2355,2355,2355,2021,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,10005602959.0,13847648254.496479,72.25488960373522
2356,2356,2356,2021,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,17259000000.0,23886272741.75199,72.25488960373522
2357,2357,2357,2021,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,44146000000.0,61097595252.180504,72.25488960373522
2358,2358,2358,2021,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,1795416000000.0,2484836680045.5063,72.25488960373522
2359,2359,2359,2021,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,102424601812.0,141754561350.41296,72.25488960373522
2360,2360,2360,2021,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,10353000000.0,14328442070.5347,72.25488960373522
2361,2361,2361,2021,Hacienda,13,Unidad de información y análisis financiero,1312,Inversión,4893918335.0,6773131011.395261,72.25488960373522
2362,2362,2362,2021,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,248803000000.0,344340710178.23285,72.25488960373522
2363,2363,2363,2021,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,30198000000.0,41793711353.81115,72.25488960373522
2364,2364,2364,2021,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,192883000000.0,266948023943.87564,72.25488960373522
2365,2365,2365,2021,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,7888655374.0,10917815274.874067,72.25488960373522
2366,2366,2366,2021,Hacienda,13,Fondo adaptación,1315,Funcionamiento,30330000000.0,41976397952.21843,72.25488960373522
2367,2367,2367,2021,Hacienda,13,Fondo adaptación,1315,Inversión,649713389140.0,899196431830.702,72.25488960373522
2368,2368,2368,2021,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,69546767704122.0,96251988046116.64,72.25488960373522
2369,2369,2369,2021,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,14680606909869.0,20317804082715.098,72.25488960373522
2370,2370,2370,2021,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1666159970000.0,2305947706982.4043,72.25488960373522
2371,2371,2371,2021,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,4286432000000.0,5932376374122.108,72.25488960373522
2372,2372,2372,2021,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,7789000000.0,10779893295.411453,72.25488960373522
2373,2373,2373,2021,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,28771000000.0,39818758505.87789,72.25488960373522
2374,2374,2374,2021,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,16699000000.0,23111238687.90292,72.25488960373522
2375,2375,2375,2021,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,35908000000.0,49696290724.30793,72.25488960373522
2376,2376,2376,2021,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,5060000000.0,7002986272.279104,72.25488960373522
2377,2377,2377,2021,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,55337000000.0,76585820424.72507,72.25488960373522
2378,2378,2378,2021,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,4434468000000.0,6137256626257.11,72.25488960373522
2379,2379,2379,2021,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Inversión,5780000000.0,7999458627.227911,72.25488960373522
2380,2380,2380,2021,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,424660895070.0,587726169673.709,72.25488960373522
2381,2381,2381,2021,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,8195000000.0,11341792984.452028,72.25488960373522
2382,2382,2382,2021,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,22241000000.0,30781307842.244976,72.25488960373522
2383,2383,2383,2021,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,10664360000.0,14759361004.474783,72.25488960373522
2384,2384,2384,2021,Defensa y policía,15,Hospital militar,1519,Funcionamiento,440301000000.0,609371908828.2139,72.25488960373522
2385,2385,2385,2021,Defensa y policía,15,Hospital militar,1519,Inversión,20000000000.0,27679787637.46682,72.25488960373522
2386,2386,2386,2021,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,414497000000.0,573659446818.3542,72.25488960373522
2387,2387,2387,2021,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,6180000000.0,8553054379.977247,72.25488960373522
2388,2388,2388,2021,Defensa y policía,15,Unidad administrativa especial de la justicia penal militar y policial,1521,Funcionamiento,39263026000.0,54339611084.21692,72.25488960373522
2389,2389,2389,2021,Defensa y policía,15,Policía nacional,1601,Funcionamiento,11169835000000.0,15458933037277.209,72.25488960373522
2390,2390,2390,2021,Defensa y policía,15,Policía nacional,1601,Inversión,302879000000.0,419181319992.41565,72.25488960373522
2391,2391,2391,2021,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,330780665000.0,457796928089.0027,72.25488960373522
2392,2392,2392,2021,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,726735002593.0,1005793527024.4069,72.25488960373522
2393,2393,2393,2021,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,158098047000.0,218806018342.91238,72.25488960373522
2394,2394,2394,2021,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,180306804713.0,249542703202.30203,72.25488960373522
2395,2395,2395,2021,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,13670531000.0,18919869748.570347,72.25488960373522
2396,2396,2396,2021,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,60976870434.0,84391341220.52246,72.25488960373522
2397,2397,2397,2021,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,60370482000.0,83552106066.57565,72.25488960373522
2398,2398,2398,2021,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,207943479942.0,287791568269.52,72.25488960373522
2399,2399,2399,2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Funcionamiento,32315435000.0,44724218910.618126,72.25488960373522
2400,2400,2400,2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Deuda,8525000.0,11798509.480470233,72.25488960373522
2401,2401,2401,2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Inversión,265217830374.0,367058661121.1009,72.25488960373522
2402,2402,2402,2021,Agricultura y desarrollo rural,17,Agencia de desarrollo rural - adr,1718,Funcionamiento,42476986000.0,58787697597.98256,72.25488960373522
2403,2403,2403,2021,Agricultura y desarrollo rural,17,Agencia de desarrollo rural - adr,1718,Inversión,231708437804.0,320682017611.19543,72.25488960373522
2404,2404,2404,2021,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,33966013942645.0,47008602641182.53,72.25488960373522
2405,2405,2405,2021,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,684215413134.0,946946866691.5372,72.25488960373522
2406,2406,2406,2021,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,40626242000.0,56226287553.41676,72.25488960373522
2407,2407,2407,2021,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,54389226224.0,75274111582.32306,72.25488960373522
2408,2408,2408,2021,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,131532344000.0,182039367468.91165,72.25488960373522
2409,2409,2409,2021,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,62990768248.0,87178554411.27638,72.25488960373522
2410,2410,2410,2021,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,134000609704.0,185455420994.88977,72.25488960373522
2411,2411,2411,2021,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,75413648220.0,104371688384.81137,72.25488960373522
2412,2412,2412,2021,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,309806990187.0,428769584848.9463,72.25488960373522
2413,2413,2413,2021,Salud y protección social,19,Fondo de previsión social del congreso,1913,Inversión,300000000.0,415196814.5620023,72.25488960373522
2414,2414,2414,2021,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,587732323000.0,813415294415.7528,72.25488960373522
2415,2415,2415,2021,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Inversión,2437693327.0,3373741680.831498,72.25488960373522
2416,2416,2416,2021,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,133351596000.0,184557192919.8635,72.25488960373522
2417,2417,2417,2021,Minas y energía,21,Ministerio de minas y energía,2101,Inversión,4221787912086.0,5842909642848.247,72.25488960373522
2418,2418,2418,2021,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,60521354000.0,83760911312.59764,72.25488960373522
2419,2419,2419,2021,Minas y energía,21,Servicio geológico colombiano,2103,Inversión,157608314772.0,218128234139.39923,72.25488960373522
2420,2420,2420,2021,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,16856104000.0,23328668955.75275,72.25488960373522
2421,2421,2421,2021,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversión,21080200000.0,29174772967.766403,72.25488960373522
2422,2422,2422,2021,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,34576058670.0,47852898066.30967,72.25488960373522
2423,2423,2423,2021,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversión,43277200000.0,59895185277.20895,72.25488960373522
2424,2424,2424,2021,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,909179689000.0,1258295035790.9062,72.25488960373522
2425,2425,2425,2021,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,280458971902.0,388152239163.4817,72.25488960373522
2426,2426,2426,2021,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,104930144800.0,145222206241.63214,72.25488960373522
2427,2427,2427,2021,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,66855000000.0,92526610125.14221,72.25488960373522
2428,2428,2428,2021,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,42753299380977.0,59170112383324.234,72.25488960373522
2429,2429,2429,2021,Educación,22,Ministerio de educación nacional,2201,Inversión,3296949779443.0,4562943487318.766,72.25488960373522
2430,2430,2430,2021,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,6133028268.0,8488046001.641047,72.25488960373522
2431,2431,2431,2021,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,6553077346.0,9069389465.458735,72.25488960373522
2432,2432,2432,2021,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,6245557422.0,8643785155.928236,72.25488960373522
2433,2433,2433,2021,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,1765220026.0,2443045772.654183,72.25488960373522
2434,2434,2434,2021,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,25700776621.0,35569601949.3626,72.25488960373522
2435,2435,2435,2021,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,11191671975.0,15489155178.809443,72.25488960373522
2436,2436,2436,2021,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,4787871262.0,6626362988.384513,72.25488960373522
2437,2437,2437,2021,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,2487452756.0,3442608202.2155786,72.25488960373522
2438,2438,2438,2021,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,6290674205.0,8706226304.544521,72.25488960373522
2439,2439,2439,2021,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,2503732588.0,3465139316.8422604,72.25488960373522
2440,2440,2440,2021,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,18340157794.0,25382583648.777588,72.25488960373522
2441,2441,2441,2021,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,4475008473.0,6193364210.425233,72.25488960373522
2442,2442,2442,2021,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,7675851444.0,10623296895.33315,72.25488960373522
2443,2443,2443,2021,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,5380911928.0,7447124973.147607,72.25488960373522
2444,2444,2444,2021,Educación,22,Unidad administrativa especial de alimentación escolar,2246,Funcionamiento,12093017476.0,16736607781.59275,72.25488960373522
2445,2445,2445,2021,Educación,22,Unidad administrativa especial de alimentación escolar,2246,Inversión,1195936580000.0,1655163528113.9172,72.25488960373522
2446,2446,2446,2021,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,81891600000.0,113337104864.6189,72.25488960373522
2447,2447,2447,2021,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,710052000000.0,982704428577.9291,72.25488960373522
2448,2448,2448,2021,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1450065000000.0,2006874563026.1663,72.25488960373522
2449,2449,2449,2021,Tecnologías de la información y las comunicaciones,23,Unidad administrativa especial comisión de regulación de comunicaciones,2308,Funcionamiento,24327089000.0,33668432867.88776,72.25488960373522
2450,2450,2450,2021,Tecnologías de la información y las comunicaciones,23,Unidad administrativa especial comisión de regulación de comunicaciones,2308,Inversión,19490383000.0,26974483120.644672,72.25488960373522
